row,column,image_name,score,ba_classifier,gf_classifier,tlc_classifier,ba_user,gf_user,tlc_user,user_id
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Hard coral,NULL,Hard coral,496e0dafcb51c161b5d834634f2b0d28
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Porites,Branching,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Porites,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Stylophora,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Porites,Branching,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Porites,Branching,Hard coral,fb1a4adc837192525b766917ceb8d07e
477,2484,1fffe02b2797a5dfaa14c1208962e493,88,Hard coral,NULL,Hard coral,Hard coral,NULL,Hard coral,fdf300af395423f13d50b53fe2205145
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Unknown,NULL,Other,1815d6d3b0c7bb82ef285d4fb37cc247
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Hard coral,NULL,Hard coral,496e0dafcb51c161b5d834634f2b0d28
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Bare substrate,NULL,Bare substrate,6355c216cee4d7aeafffc57fa92d75ef
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Other,NULL,Other,76ee01e31a0d0d3028f8cc4f68dbbbbf
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Stylophora,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Crustose coralline algae,NULL,Crustose coralline algae,e2431ee5a581b0ecb853959753f6bc9e
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Bare substrate,NULL,Bare substrate,fb1a4adc837192525b766917ceb8d07e
477,3105,1fffe02b2797a5dfaa14c1208962e493,20,Bare substrate,NULL,Bare substrate,Hard coral,Branching,Hard coral,fdf300af395423f13d50b53fe2205145
500,666,19ec031faafd2c97b998f9cce8105226,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,Massive,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,Massive,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,666,2f59b40385c6527cd1cb2eaf482d014d,43,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,fdf300af395423f13d50b53fe2205145
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,496e0dafcb51c161b5d834634f2b0d28
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,d7dcc8f1f24205701824c1efd8be46c9
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,e2431ee5a581b0ecb853959753f6bc9e
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Soft coral,NULL,Soft coral,fb1a4adc837192525b766917ceb8d07e
500,666,5f73603244f612b5cfaaf56cffe9b3bd,20,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,fdf300af395423f13d50b53fe2205145
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,666,6f615791ef942cb8f4c6ada043b0bb28,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fdf300af395423f13d50b53fe2205145
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Echinopora,NULL,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Echinopora,NULL,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Turbinaria-coral,NULL,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Turbinaria-coral,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Echinopora,NULL,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Echinopora,NULL,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,666,72c1aeafd91229ceb7a2c807852b8dbb,88,Echinopora,NULL,Hard coral,Echinopora,NULL,Hard coral,fdf300af395423f13d50b53fe2205145
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,666,8f34f2fbad773bed3d0fe57a217af908,84,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,fdf300af395423f13d50b53fe2205145
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,496e0dafcb51c161b5d834634f2b0d28
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,6355c216cee4d7aeafffc57fa92d75ef
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,d7dcc8f1f24205701824c1efd8be46c9
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,e2431ee5a581b0ecb853959753f6bc9e
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,fb1a4adc837192525b766917ceb8d07e
500,666,e28d4e265d4b5b064e3ea2887327255f,91,Crustose coralline algae,NULL,Crustose coralline algae,Crustose coralline algae,NULL,Crustose coralline algae,fdf300af395423f13d50b53fe2205145
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,1815d6d3b0c7bb82ef285d4fb37cc247
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,496e0dafcb51c161b5d834634f2b0d28
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,6355c216cee4d7aeafffc57fa92d75ef
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Cyanobacteria,NULL,Cyanobacteria,d7dcc8f1f24205701824c1efd8be46c9
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,e2431ee5a581b0ecb853959753f6bc9e
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Sponge,NULL,Other invertebrates,fb1a4adc837192525b766917ceb8d07e
500,666,f5a220bad2d26e2a0d7adb69d31c340e,87,Macroalgae,NULL,Macroalgae,Macroalgae,NULL,Macroalgae,fdf300af395423f13d50b53fe2205145
500,1333,19ec031faafd2c97b998f9cce8105226,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Porites,Massive,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Hard coral,NULL,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Porites,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,1333,2f59b40385c6527cd1cb2eaf482d014d,74,Hard coral,NULL,Hard coral,Hard coral,NULL,Hard coral,fdf300af395423f13d50b53fe2205145
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,NULL,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,Branching,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,NULL,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,Plates or tables,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,NULL,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,Branching,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,1333,5f73603244f612b5cfaaf56cffe9b3bd,43,Acropora,NULL,Hard coral,Acropora,NULL,Hard coral,fdf300af395423f13d50b53fe2205145
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,1333,6f615791ef942cb8f4c6ada043b0bb28,79,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fdf300af395423f13d50b53fe2205145
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Macroalgae,NULL,Macroalgae,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Macroalgae,NULL,Macroalgae,496e0dafcb51c161b5d834634f2b0d28
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Turf algae,NULL,Turf algae,6355c216cee4d7aeafffc57fa92d75ef
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Macroalgae,NULL,Macroalgae,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Turf algae,NULL,Turf algae,d7dcc8f1f24205701824c1efd8be46c9
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Echinopora,NULL,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Crustose coralline algae,NULL,Crustose coralline algae,fb1a4adc837192525b766917ceb8d07e
500,1333,72c1aeafd91229ceb7a2c807852b8dbb,58,Macroalgae,NULL,Macroalgae,Macroalgae,NULL,Macroalgae,fdf300af395423f13d50b53fe2205145
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,1333,8f34f2fbad773bed3d0fe57a217af908,88,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,fdf300af395423f13d50b53fe2205145
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Sponge,NULL,Other invertebrates,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Pocillopora,NULL,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Pocillopora,NULL,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Stylophora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Pocillopora,NULL,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Crustose coralline algae,NULL,Crustose coralline algae,e2431ee5a581b0ecb853959753f6bc9e
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Crustose coralline algae,NULL,Crustose coralline algae,fb1a4adc837192525b766917ceb8d07e
500,1333,e28d4e265d4b5b064e3ea2887327255f,25,Pocillopora,NULL,Hard coral,Pocillopora,NULL,Hard coral,fdf300af395423f13d50b53fe2205145
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,1333,f5a220bad2d26e2a0d7adb69d31c340e,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fdf300af395423f13d50b53fe2205145
500,2000,19ec031faafd2c97b998f9cce8105226,72,Acropora,Branching,Hard coral,Acropora,Branching,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Montipora,NULL,Hard coral,1815d6d3b0c7bb82ef285d4fb37cc247
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,496e0dafcb51c161b5d834634f2b0d28
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,6355c216cee4d7aeafffc57fa92d75ef
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Montipora,NULL,Hard coral,76ee01e31a0d0d3028f8cc4f68dbbbbf
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,d7dcc8f1f24205701824c1efd8be46c9
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,e2431ee5a581b0ecb853959753f6bc9e
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fb1a4adc837192525b766917ceb8d07e
500,2000,2f59b40385c6527cd1cb2eaf482d014d,89,Porites,Massive,Hard coral,Porites,Massive,Hard coral,fdf300af395423f13d50b53fe2205145
